"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_symbol"
"Mrpl24",9.01766272246253e-06,0.485735335693588,0.531,0.349,0.252476520903506,"Mrpl24"
"Gabra1",9.14209750370949e-06,0.382826388317794,0.667,0.412,0.255960445908858,"Gabra1"
"Sde2",9.16131534729624e-06,0.365604078026945,0.543,0.325,0.2564985070936,"Sde2"
"Acbd6",9.19272998827934e-06,0.325621961894081,0.617,0.381,0.257378054211845,"Acbd6"
"Ndufaf7",9.28694654502832e-06,0.246987465648298,0.519,0.282,0.260015929367703,"Ndufaf7"
"Mob4",9.28949518640498e-06,0.42589742792961,0.716,0.514,0.260087286228967,"Mob4"
"Mnat1",9.30574409630092e-06,0.302015243197979,0.407,0.215,0.260542223208233,"Mnat1"
"Cfap20",9.32000972976382e-06,0.420477089607808,0.642,0.416,0.260941632413927,"Cfap20"
"Man1a2",9.36475754094713e-06,0.417502321726932,0.58,0.373,0.262194481631438,"Man1a2"
"Fam19a2",9.40948657361449e-06,0.327452466874895,0.309,0.141,0.263446805088059,"Fam19a2"
"Slmo1",9.41703323016602e-06,0.177735448768597,0.185,0.065,0.263658096378188,"Slmo1"
"Srrm3",9.45557503103931e-06,0.272531345542015,0.395,0.197,0.264737189719039,"Srrm3"
"Ppp2r4",9.56257178202653e-06,0.396958918507861,0.667,0.472,0.267732884753179,"Ppp2r4"
"Ryr3",9.59118942458606e-06,0.172012126275757,0.235,0.091,0.268534121509561,"Ryr3"
"Nudt2",9.60227104922525e-06,0.240378052135959,0.383,0.188,0.268844384836208,"Nudt2"
"Rabl6",9.68284803930076e-06,0.400946389981397,0.63,0.422,0.271100379404343,"Rabl6"
"Sfpq",9.69543342806367e-06,0.398445049640751,0.827,0.637,0.271452745118927,"Sfpq"
"Tspan3",9.71550202258055e-06,0.440084240905957,0.938,0.856,0.27201462562821,"Tspan3"
"Pip5k1c",9.71817518301716e-06,0.219077678221095,0.321,0.146,0.272089468774114,"Pip5k1c"
"Mpc1",9.76585997139466e-06,0.436704655549584,0.901,0.794,0.273424547479108,"Mpc1"
"Nol8",9.77362191694488e-06,0.266301109167388,0.296,0.133,0.273641866430623,"Nol8"
"Nelfa",9.77430749616907e-06,0.292974449160131,0.346,0.167,0.273661061277742,"Nelfa"
"Emg1",9.79672479922639e-06,0.364507779191086,0.568,0.361,0.27428870092874,"Emg1"
"Rps3a1",9.83743967519288e-06,0.585657189703208,0.889,0.844,0.27542863602605,"Rps3a1"
"Abr",9.92282263142288e-06,0.338633118026693,0.605,0.373,0.277819188034578,"Abr"
"Prpf4b",9.98680084530288e-06,0.389103412242265,0.728,0.568,0.27961045006679,"Prpf4b"
"B230217O12Rik",1.0044292531234e-05,0.163346790085882,0.235,0.091,0.281220102289488,"B230217O12Rik"
"2900079G21Rik",1.00665528759295e-05,0.176089260584098,0.16,0.052,0.281843347420274,"2900079G21Rik"
"Tra2a",1.00942907937374e-05,0.436853680571849,0.778,0.583,0.282619953643061,"Tra2a"
"Larp7",1.01499544570925e-05,0.265738451262035,0.432,0.227,0.284178424889675,"Larp7"
"Cbx6",1.01876557057724e-05,0.381227610374194,0.593,0.388,0.285233984450215,"Cbx6"
"Spryd7",1.01918974451484e-05,0.362551868785544,0.506,0.303,0.285352744669264,"Spryd7"
"Zfp428",1.02114186452963e-05,0.419242453705685,0.556,0.345,0.285899299231006,"Zfp428"
"Adgrl1",1.02821520927063e-05,0.342399790701825,0.605,0.373,0.287879694291592,"Adgrl1"
"Gnb1",1.03266725452012e-05,0.66454048105991,0.827,0.705,0.289126177920543,"Gnb1"
"Gm28727",1.03409330415262e-05,0.202223204468089,0.259,0.107,0.289525443296651,"Gm28727"
"Reep2",1.0414163202095e-05,0.312319852320428,0.531,0.307,0.291575741332255,"Reep2"
"Tmem131",1.04570291277963e-05,0.228257211291745,0.321,0.148,0.29277590152004,"Tmem131"
"Usp5",1.05569862868431e-05,0.351973031039474,0.642,0.433,0.295574502059034,"Usp5"
"P4htm",1.06528022836567e-05,0.393931106085768,0.605,0.383,0.298257158337821,"P4htm"
"Rgs7",1.07047355918104e-05,0.380455599711715,0.469,0.264,0.299711187099509,"Rgs7"
"Fgf9",1.07757007001642e-05,0.269398164249785,0.222,0.086,0.301698068203198,"Fgf9"
"Rps10",1.07775081292889e-05,0.544055278476677,0.827,0.731,0.30174867260383,"Rps10"
"Cdk5r2",1.07919362137339e-05,0.210471867643042,0.333,0.153,0.302152630112123,"Cdk5r2"
"Tsen15",1.08464750192972e-05,0.273189725822233,0.42,0.218,0.303679607590284,"Tsen15"
"Golgb1",1.08599601037883e-05,0.421218191796461,0.84,0.624,0.304057162985866,"Golgb1"
"Trim28",1.08843530681185e-05,0.345876654692714,0.58,0.37,0.304740117201182,"Trim28"
"Sv2b",1.09086021994734e-05,0.143658416901148,0.222,0.083,0.305419044380856,"Sv2b"
"Mob1b",1.09086279041423e-05,0.253255820622989,0.309,0.141,0.305419764060175,"Mob1b"
"Adprhl2",1.10258240251237e-05,0.262782994621772,0.37,0.186,0.308701021055414,"Adprhl2"
"Rbm4b",1.10507906538086e-05,0.336500424135716,0.691,0.451,0.309400036725332,"Rbm4b"
"Fsd1",1.11129016819624e-05,0.325036855684589,0.568,0.341,0.311139021291583,"Fsd1"
"Irf2bpl",1.11554110393143e-05,0.485446282956549,0.556,0.374,0.312329198278721,"Irf2bpl"
"Dalrd3",1.11685642690903e-05,0.345301780092191,0.556,0.332,0.312697462405989,"Dalrd3"
"Coprs",1.11863984511856e-05,0.557026279482895,0.58,0.393,0.313196783836294,"Coprs"
"Mea1",1.11873158591286e-05,0.465192077297844,0.593,0.403,0.313222469423884,"Mea1"
"Armcx5",1.12653389682806e-05,0.333893505742364,0.506,0.297,0.31540696043392,"Armcx5"
"Gatad2b",1.13240473380986e-05,0.379105424687795,0.617,0.407,0.317050677372086,"Gatad2b"
"Sv2a",1.14404951843547e-05,0.461526365530608,0.84,0.657,0.320310984171562,"Sv2a"
"Rpain",1.14758363575779e-05,0.243182548779616,0.346,0.165,0.321300466339466,"Rpain"
"Cux1",1.15265504796172e-05,0.32011696388213,0.469,0.269,0.322720360328322,"Cux1"
"Fam124a",1.15292089281882e-05,0.164849724985126,0.16,0.052,0.322794791571412,"Fam124a"
"Gm14827",1.15490267800162e-05,0.146723769770896,0.148,0.046,0.323349651786894,"Gm14827"
"Pum3",1.15663242985624e-05,0.260908077970308,0.346,0.169,0.32383394771115,"Pum3"
"Fam76a",1.15773927762006e-05,0.403269175401132,0.654,0.434,0.324143842948066,"Fam76a"
"B4gat1",1.15790190903815e-05,0.446733108452222,0.741,0.541,0.324189376492501,"B4gat1"
"Cttnbp2",1.15820337454766e-05,0.408097613919455,0.531,0.327,0.324273780805854,"Cttnbp2"
"Mapk14",1.16705853652049e-05,0.238538996230865,0.333,0.157,0.326753049055007,"Mapk14"
"Fam195b",1.16925625825328e-05,0.418186383127852,0.741,0.55,0.327368367185753,"Fam195b"
"Cbx4",1.17753341841562e-05,0.40186358696521,0.432,0.246,0.329685806488004,"Cbx4"
"Elavl4",1.18192420795444e-05,0.559500120935026,0.605,0.401,0.330915139743085,"Elavl4"
"Cnot8",1.18236566357482e-05,0.228446641519482,0.395,0.198,0.331038738487679,"Cnot8"
"Mapk8ip3",1.18289157802175e-05,0.321139791359489,0.691,0.471,0.331185984014531,"Mapk8ip3"
"Aprt",1.18965842366028e-05,0.35383264430566,0.568,0.342,0.333080565456405,"Aprt"
"C1galt1c1",1.19268751942136e-05,0.346055884624557,0.519,0.315,0.333928651687593,"C1galt1c1"
"Mtif2",1.19278767206365e-05,0.273569469074291,0.395,0.202,0.333956692424379,"Mtif2"
"Gabarap",1.19433835174187e-05,0.507476780707284,0.852,0.767,0.334390851720688,"Gabarap"
"Senp2",1.1980635292862e-05,0.304943366200768,0.457,0.248,0.33543382692955,"Senp2"
"Suco",1.19881621008041e-05,0.340560193184937,0.469,0.265,0.335644562498313,"Suco"
"N6amt1",1.20464315175074e-05,0.321648364897476,0.481,0.268,0.337275989627173,"N6amt1"
"Ccnc",1.21219973277519e-05,0.326963080532664,0.506,0.291,0.339391681182398,"Ccnc"
"Meig1",1.21307496249058e-05,0.191287271327442,0.222,0.086,0.339636727998114,"Meig1"
"Smarcd3",1.21330457639768e-05,0.413872052036618,0.531,0.345,0.339701015299821,"Smarcd3"
"Srm",1.22366707285874e-05,0.368890307083151,0.531,0.327,0.342602307058989,"Srm"
"Rfk",1.23028163841076e-05,0.326317532855875,0.556,0.322,0.344454253122245,"Rfk"
"Abca8b",1.23166626828706e-05,0.14254820109611,0.173,0.058,0.344841921795011,"Abca8b"
"Gpr180",1.23359940101608e-05,0.299764599647272,0.358,0.181,0.345383160296483,"Gpr180"
"Coro7",1.24008736706201e-05,0.212334260666524,0.272,0.116,0.347199661030021,"Coro7"
"Drosha",1.25272007887156e-05,0.27808207576598,0.358,0.179,0.350736567682459,"Drosha"
"Ttc33",1.26209106393199e-05,0.428741988009304,0.605,0.412,0.353360256079679,"Ttc33"
"Scn1b",1.26373205982657e-05,0.437100172587179,0.481,0.282,0.353819702110243,"Scn1b"
"Supt16",1.26403391667161e-05,0.398750829911174,0.593,0.398,0.353904215989717,"Supt16"
"Hnrnph3",1.26614713652017e-05,0.343159756412078,0.716,0.485,0.354495875282917,"Hnrnph3"
"Unc5a",1.27247190949299e-05,0.184163068078998,0.21,0.079,0.356266685219848,"Unc5a"
"Wdr6",1.27325598432876e-05,0.333007598294665,0.741,0.492,0.356486210492365,"Wdr6"
"Per3",1.27844158571581e-05,0.257067527511703,0.444,0.237,0.357938075168714,"Per3"
"Stxbp5l",1.28875453035788e-05,0.365025277026065,0.519,0.308,0.360825493409599,"Stxbp5l"
"Yeats4",1.28956718446097e-05,0.263639471778798,0.469,0.259,0.361053020305382,"Yeats4"
"Uba2",1.29141001088809e-05,0.338480014181592,0.691,0.484,0.361568974848448,"Uba2"
"Psmc4",1.29305201394464e-05,0.360913450108105,0.778,0.587,0.362028702864219,"Psmc4"
"Gm2000",1.2974162524971e-05,0.477312347958113,0.704,0.516,0.363250602374138,"Gm2000"
"Mlf2",1.3067569484853e-05,0.561732255866545,0.901,0.811,0.365865810436915,"Mlf2"
"Tsta3",1.31046183349357e-05,0.304954847658314,0.333,0.164,0.366903104141529,"Tsta3"
"Ddx27",1.31326212244774e-05,0.207158954610327,0.346,0.163,0.367687129042919,"Ddx27"
"March5",1.32039508744148e-05,0.30668259118714,0.531,0.32,0.369684216581865,"March5"
"Zfp804a",1.32641011787276e-05,0.292028463899669,0.259,0.112,0.371368304802017,"Zfp804a"
"Mvd",1.32709885107416e-05,0.22494008667386,0.259,0.11,0.371561136323742,"Mvd"
"Lamtor1",1.32907449335959e-05,0.40267913679518,0.704,0.517,0.372114276650818,"Lamtor1"
"Glrx3",1.34054647575454e-05,0.412834135488879,0.617,0.452,0.375326202281756,"Glrx3"
"Syt13",1.34940062692399e-05,0.329425143887701,0.556,0.325,0.377805187526178,"Syt13"
"Dusp28",1.3503343590987e-05,0.286992480559497,0.346,0.171,0.378066613860455,"Dusp28"
"Sqle",1.35036853280894e-05,0.482095708841316,0.531,0.357,0.378076181815848,"Sqle"
"Tm2d2",1.35409899409147e-05,0.459944947127829,0.741,0.575,0.37912063636573,"Tm2d2"
"Cltc",1.35883431219397e-05,0.331340083126095,0.84,0.625,0.380446430728068,"Cltc"
"Vamp4",1.3605602975467e-05,0.36626518234254,0.667,0.444,0.380929672107124,"Vamp4"
"Zfp638",1.3608769889243e-05,0.365485830957285,0.728,0.535,0.381018339359025,"Zfp638"
"Acat2",1.36586267365242e-05,0.384892258196862,0.494,0.301,0.382414231369204,"Acat2"
"A230050P20Rik",1.37085433369136e-05,0.328774565417496,0.494,0.282,0.383811796346908,"A230050P20Rik"
"Stxbp5",1.37382503910138e-05,0.274078555152439,0.395,0.203,0.384643534447604,"Stxbp5"
"Syne1",1.3918542391376e-05,0.486041793204538,0.605,0.408,0.389691349873744,"Syne1"
"Abcf1",1.39817165168718e-05,0.373508647278759,0.63,0.427,0.391460099039378,"Abcf1"
"Kifc2",1.40300243580647e-05,0.35047647642925,0.444,0.248,0.392812621977095,"Kifc2"
"Ring1",1.40318791666226e-05,0.428017023647804,0.568,0.366,0.3928645529071,"Ring1"
"Glra3",1.40892011170941e-05,0.196127825845667,0.148,0.047,0.394469452876401,"Glra3"
"Rnmt",1.42643134411657e-05,0.366148348444899,0.58,0.356,0.399372247725758,"Rnmt"
"Mrpl13",1.42749929075069e-05,0.340742617412739,0.531,0.318,0.399671251424379,"Mrpl13"
"Mdp1",1.42880605881645e-05,0.367280573019136,0.457,0.259,0.40003712034743,"Mdp1"
"Zfp788",1.43750389596302e-05,0.213766571758268,0.309,0.14,0.402472340791725,"Zfp788"
"Cox19",1.44033878042082e-05,0.324881834542263,0.395,0.215,0.403266051742221,"Cox19"
"Nrbf2",1.46192004531366e-05,0.242916208257882,0.432,0.228,0.409308374286919,"Nrbf2"
"Ythdc1",1.4625187803072e-05,0.453676526526904,0.716,0.552,0.409476008110409,"Ythdc1"
"Gpbp1",1.46425288859512e-05,0.521311771027028,0.679,0.575,0.409961523748861,"Gpbp1"
"Elavl2",1.46425327769396e-05,0.438439777231919,0.63,0.379,0.409961632688756,"Elavl2"
"Dusp26",1.46449494041421e-05,0.458146446303647,0.827,0.632,0.41002929341717,"Dusp26"
"Rassf8",1.46715521099132e-05,0.33764839484982,0.383,0.204,0.410774115973349,"Rassf8"
"9530068E07Rik",1.46870174140439e-05,0.383970602020391,0.593,0.39,0.4112071135584,"9530068E07Rik"
"Taz",1.47257279362539e-05,0.384983646906919,0.58,0.377,0.412290930759236,"Taz"
"Cul5",1.47335308047278e-05,0.36582381578028,0.691,0.474,0.41250939547077,"Cul5"
"Zfand6",1.48981360281684e-05,0.350253186117678,0.667,0.451,0.417118012516659,"Zfand6"
"Emc7",1.49148008325357e-05,0.509399591720769,0.827,0.733,0.417584593709333,"Emc7"
"Stim2",1.49439022507933e-05,0.255472657260949,0.407,0.211,0.41839937521771,"Stim2"
"Wscd2",1.496518618428e-05,0.238297414940579,0.284,0.127,0.41899528278747,"Wscd2"
"Nkain3",1.50661527740248e-05,0.224242149188903,0.259,0.11,0.421822145367148,"Nkain3"
"Adcy5",1.52349854804871e-05,0.409766992713624,0.42,0.224,0.426549123482679,"Adcy5"
"Scn3a",1.53492976090077e-05,0.343563884535327,0.593,0.37,0.429749634456997,"Scn3a"
"Slc25a17",1.54083381999317e-05,0.445423936961443,0.519,0.334,0.431402652921688,"Slc25a17"
"Kmt2e",1.55487561898604e-05,0.343037872388189,0.778,0.561,0.43533407580371,"Kmt2e"
"0610011F06Rik",1.56360008294629e-05,0.439192698523674,0.654,0.456,0.437776751223302,"0610011F06Rik"
"Arid4b",1.56715575413733e-05,0.367553170022273,0.741,0.528,0.438772268043371,"Arid4b"
"Mapk9",1.56728624228941e-05,0.311166311448026,0.519,0.312,0.438808802116189,"Mapk9"
"Alkbh6",1.57352931563127e-05,0.328628533369963,0.531,0.312,0.440556737790442,"Alkbh6"
"Gnaq",1.57695457009656e-05,0.346692065178896,0.654,0.429,0.441515740535635,"Gnaq"
"Dusp12",1.58571542675782e-05,0.194591975642571,0.247,0.102,0.443968605183655,"Dusp12"
"Rcn1",1.59452420712387e-05,0.443181431616065,0.457,0.258,0.446434887510541,"Rcn1"
"Kat7",1.60126877438241e-05,0.269569387840124,0.395,0.206,0.448323231451588,"Kat7"
"Dlgap2",1.60480531327004e-05,0.228630856965007,0.222,0.087,0.449313391609345,"Dlgap2"
"Fzr1",1.61043813265348e-05,0.307101428431258,0.481,0.275,0.45089046838032,"Fzr1"
"Zfos1",1.62687386894224e-05,0.409702537849802,0.568,0.361,0.455492145826448,"Zfos1"
"Pde4a",1.63191838337368e-05,0.298915675292318,0.407,0.213,0.456904508976963,"Pde4a"
"Ahcyl1",1.64384119427242e-05,0.304287168235588,0.58,0.367,0.460242657572393,"Ahcyl1"
"March1",1.66030205143437e-05,0.381870635343644,0.531,0.317,0.464851368360596,"March1"
"Mdm4",1.67354523899725e-05,0.36240355848479,0.506,0.314,0.468559196014451,"Mdm4"
"Smarca4",1.6807677295834e-05,0.374182885606111,0.506,0.311,0.470581348928761,"Smarca4"
"Chmp2a",1.68124983419459e-05,0.494164412667603,0.79,0.671,0.470716328577801,"Chmp2a"
"Emd",1.68721402661374e-05,0.348307882081131,0.593,0.388,0.472386183171314,"Emd"
"Atg2b",1.69637711550757e-05,0.268035588552646,0.309,0.147,0.474951664799808,"Atg2b"
"Ppm1k",1.69793845408025e-05,0.271146045573428,0.457,0.248,0.475388808373389,"Ppm1k"
"Parp2",1.70228169544254e-05,0.291743333741825,0.309,0.145,0.476604829090004,"Parp2"
"Fxyd2",1.71346570200136e-05,0.275090927556924,0.235,0.098,0.479736127246342,"Fxyd2"
"Rad18",1.71802446649348e-05,0.191026662768449,0.198,0.074,0.481012490128844,"Rad18"
"Ndnl2",1.72268481123958e-05,0.431484365892043,0.617,0.412,0.482317293450858,"Ndnl2"
"Dnajc12",1.73195999557846e-05,0.36120322571782,0.506,0.302,0.484914159562056,"Dnajc12"
"Psmd12",1.73222798146303e-05,0.433482884547596,0.765,0.576,0.484989190250019,"Psmd12"
"Spryd3",1.73979914256803e-05,0.378495312676284,0.58,0.357,0.487108963936196,"Spryd3"
"Cyb5r3",1.74079724298205e-05,0.337486369820092,0.58,0.367,0.487388412090115,"Cyb5r3"
"Ggct",1.74662650586759e-05,0.30232499310113,0.383,0.2,0.489020489112808,"Ggct"
"Exog",1.76255487048404e-05,0.176193732753569,0.235,0.094,0.493480112638122,"Exog"
"Fxyd7",1.77955942812279e-05,0.334909937263122,0.531,0.309,0.498241048685818,"Fxyd7"
"Ints10",1.78276315825188e-05,0.238591339946262,0.321,0.151,0.499138029047362,"Ints10"
"Dnajc30",1.79279130429587e-05,0.329519479906557,0.568,0.345,0.501945709376757,"Dnajc30"
"B3gnt2",1.80450222868618e-05,0.138581405600059,0.111,0.03,0.505224533987556,"B3gnt2"
"Asphd1",1.80911746055568e-05,0.286223614893311,0.309,0.147,0.506516706606379,"Asphd1"
"Smg7",1.81014301593344e-05,0.239594612491943,0.333,0.16,0.506803841601044,"Smg7"
"Jade3",1.81426162657429e-05,0.10821688053209,0.111,0.03,0.507956970208271,"Jade3"
"Fbxo31",1.82413841652938e-05,0.314361045069482,0.444,0.249,0.510722273859896,"Fbxo31"
"Astn1",1.8278421614098e-05,0.389795108026123,0.556,0.354,0.511759248351517,"Astn1"
"Nop58",1.8295144410584e-05,0.345480255448321,0.617,0.405,0.51222745320753,"Nop58"
"Tecpr1",1.83010303106833e-05,0.279610096162792,0.457,0.251,0.51239224663851,"Tecpr1"
"Ppp4r2",1.83336881951492e-05,0.342844062346881,0.494,0.297,0.513306602087786,"Ppp4r2"
"Snx16",1.83405464656618e-05,0.328272659017312,0.519,0.309,0.5134986199456,"Snx16"
"Snap91",1.83650037779079e-05,0.468865559766929,0.654,0.419,0.514183375773866,"Snap91"
"Fgf13",1.84491937236791e-05,0.304650822754663,0.481,0.269,0.516540525875568,"Fgf13"
"Yif1b",1.85349113328343e-05,0.305181989245663,0.568,0.349,0.518940447496695,"Yif1b"
"Commd5",1.86069926361532e-05,0.187614129454668,0.284,0.124,0.520958579827016,"Commd5"
"Ivns1abp",1.86151476868189e-05,0.278043109728371,0.506,0.294,0.521186904935554,"Ivns1abp"
"Letm1",1.865856603335e-05,0.300221642880606,0.556,0.341,0.522402531801734,"Letm1"
"Slc1a6",1.86614008616941e-05,0.246420274062256,0.296,0.134,0.522481901325712,"Slc1a6"
"Tcea1",1.86701603545449e-05,0.508603423709017,0.654,0.467,0.522727149606548,"Tcea1"
"Casd1",1.87658235556882e-05,0.304458264352996,0.531,0.315,0.525405527912158,"Casd1"
"Rbm18",1.88082526256658e-05,0.306271778629532,0.519,0.313,0.526593457013392,"Rbm18"
"Nt5c3",1.88490215394322e-05,0.36854830391298,0.568,0.369,0.527734905061021,"Nt5c3"
"Max",1.89015070662475e-05,0.359399924938313,0.593,0.388,0.529204394840797,"Max"
"2410018L13Rik",1.89595492302342e-05,0.137909707733861,0.111,0.03,0.530829459348097,"2410018L13Rik"
"Sra1",1.89674478035398e-05,0.425952380386159,0.679,0.475,0.531050603603507,"Sra1"
"Mtpap",1.9149502653618e-05,0.228496052180668,0.309,0.143,0.536147775295998,"Mtpap"
"Grik5",1.9295687726223e-05,0.314909983628521,0.407,0.225,0.540240664958792,"Grik5"
"Nelfb",1.93121385551922e-05,0.227731008771101,0.469,0.249,0.540701255268271,"Nelfb"
"Tmem138",1.9317853646796e-05,0.263734828819318,0.358,0.177,0.540861266402995,"Tmem138"
"Apex1",1.93562917038785e-05,0.5091741245172,0.531,0.356,0.54193745512519,"Apex1"
"Fam184b",1.9386135967576e-05,0.152055084641354,0.173,0.06,0.542773034820193,"Fam184b"
"Rfx1",1.95699604321259e-05,0.151448637234963,0.16,0.054,0.54791975217866,"Rfx1"
"Ict1",1.95784563753993e-05,0.387581839270099,0.593,0.416,0.548157621598431,"Ict1"
"Pxk",1.97103332107779e-05,0.270245870811709,0.432,0.233,0.551849909235358,"Pxk"
"Leng1",1.97237109877544e-05,0.182482485418488,0.272,0.117,0.552224460235146,"Leng1"
"B4galnt1",1.97847628728933e-05,0.296886517045212,0.407,0.216,0.553933790915268,"B4galnt1"
"Scn1a",1.98561201438571e-05,0.377173553255509,0.531,0.309,0.555931651787712,"Scn1a"
"Map4",1.99459830467704e-05,0.419721280172919,0.778,0.572,0.558447633343478,"Map4"
"Idua",1.99982229852076e-05,0.123742813293668,0.136,0.041,0.559910247139843,"Idua"
"Tm9sf4",2.00970466824188e-05,0.318937365153295,0.531,0.319,0.562677113014363,"Tm9sf4"
"Uqcc3",2.01979486803945e-05,0.371952466809512,0.531,0.337,0.565502167153686,"Uqcc3"
"Atp6v1h",2.02695437370627e-05,0.420584308221943,0.679,0.505,0.567506685550282,"Atp6v1h"
"Gtf2h2",2.03531191109637e-05,0.297443532630443,0.358,0.182,0.569846628868761,"Gtf2h2"
"Borcs6",2.04115468717317e-05,0.238691965544725,0.37,0.184,0.571482489314745,"Borcs6"
"Dzip1l",2.04505940681346e-05,0.164061327056859,0.198,0.073,0.572575732719634,"Dzip1l"
"1500015A07Rik",2.05478032539576e-05,0.197880972205053,0.222,0.088,0.575297395504304,"1500015A07Rik"
"Adrb1",2.05593088714047e-05,0.142757274217648,0.123,0.036,0.575619529781588,"Adrb1"
"Higd1a",2.06219362478315e-05,0.48154980797015,0.778,0.63,0.577372971066786,"Higd1a"
"Exoc3",2.06737340819244e-05,0.446310696903856,0.654,0.44,0.57882320682572,"Exoc3"
"Zcchc11",2.06772367178723e-05,0.336393004825821,0.593,0.381,0.57892127362699,"Zcchc11"
"Atf2",2.07027072819821e-05,0.34703960619687,0.654,0.433,0.579634398480934,"Atf2"
"Rps20",2.07758135860117e-05,0.501005633508325,0.815,0.71,0.581681228781154,"Rps20"
"Dnajc19",2.09468915279876e-05,0.444965892982958,0.728,0.535,0.586471069000597,"Dnajc19"
"Bcl11b",2.09703635096522e-05,0.462578660858709,0.37,0.195,0.587128237543241,"Bcl11b"
"Fnip1",2.11024427274231e-05,0.221325958574283,0.457,0.245,0.590826191482392,"Fnip1"
"Cstf2t",2.13238652769518e-05,0.296439160517653,0.444,0.24,0.597025580024095,"Cstf2t"
"Ulk3",2.13642497202317e-05,0.116021980119793,0.123,0.036,0.598156263667048,"Ulk3"
"Cdh2",2.14117776090212e-05,0.500824855982759,0.642,0.451,0.599486949497376,"Cdh2"
"Pcmtd1",2.15668272502905e-05,0.445994254278152,0.667,0.482,0.603828029353633,"Pcmtd1"
"Ubc",2.16028080963991e-05,0.478646996412764,0.988,0.969,0.604835421082981,"Ubc"
"Nipal3",2.16545072610242e-05,0.294480452542257,0.444,0.237,0.606282894294156,"Nipal3"
"Dcx",2.16701336938297e-05,0.306732814940752,0.395,0.21,0.606720403159845,"Dcx"
"Fam98b",2.16718904356246e-05,0.287408270668475,0.444,0.246,0.606769588416618,"Fam98b"
"Dlgap4",2.16828490018849e-05,0.351961470068277,0.531,0.335,0.607076406354773,"Dlgap4"
"C130026L21Rik",2.1690692929956e-05,0.131986599282692,0.16,0.053,0.607296020652909,"C130026L21Rik"
"Sntg1",2.17782270435182e-05,0.234869550391101,0.296,0.137,0.609746800764423,"Sntg1"
"Coq10a",2.18853879933837e-05,0.283227976995262,0.42,0.228,0.612747093038756,"Coq10a"
"Pcdhac2",2.19412982548973e-05,0.130541598187688,0.123,0.036,0.614312468540614,"Pcdhac2"
"Rsrc1",2.20059378290282e-05,0.292200994201776,0.568,0.353,0.616122247337132,"Rsrc1"
"Trappc5",2.20901760761168e-05,0.27883694599903,0.494,0.29,0.618480749779117,"Trappc5"
"Rnpc3",2.22713212654718e-05,0.392776589315368,0.593,0.388,0.623552452790679,"Rnpc3"
"Mpp2",2.22797282318784e-05,0.211514049646507,0.358,0.175,0.62378783103613,"Mpp2"
"Armc6",2.23586014411083e-05,0.184456794162401,0.296,0.133,0.62599612314815,"Armc6"
"Akr1e1",2.24251689198667e-05,0.285124118913766,0.383,0.201,0.627859879418429,"Akr1e1"
"Ssbp1",2.24418185437986e-05,0.375578889475921,0.543,0.35,0.628326035589272,"Ssbp1"
"Mtg2",2.24526535214684e-05,0.202464713598873,0.296,0.133,0.628629393294071,"Mtg2"
"Gm13889",2.24815028909984e-05,1.00423983731093,0.407,0.229,0.629437117942174,"Gm13889"
"Nudt11",2.25315518751179e-05,0.374213859104838,0.457,0.266,0.630838389399552,"Nudt11"
"Sgsm1",2.25440326183627e-05,0.262642207434497,0.395,0.209,0.63118782524892,"Sgsm1"
"Slc25a19",2.27018015328144e-05,0.20252812535182,0.37,0.182,0.635605039315736,"Slc25a19"
"Dnm3",2.28209452692071e-05,0.474057994165279,0.84,0.704,0.63894082564726,"Dnm3"
"Abl2",2.28582417223521e-05,0.178050920322849,0.259,0.11,0.639985051742414,"Abl2"
"Rpf1",2.29680101610567e-05,0.288802920713646,0.321,0.159,0.643058348489265,"Rpf1"
"Ephx4",2.297432827706e-05,0.25288455444675,0.247,0.105,0.643235243101125,"Ephx4"
"Fam102b",2.29748180734e-05,0.234234718537558,0.296,0.136,0.643248956419052,"Fam102b"
"Ctbp1",2.31341889684445e-05,0.382717695009877,0.79,0.632,0.647711022738509,"Ctbp1"
"Ptpro",2.33575091105433e-05,0.283805219399604,0.358,0.181,0.653963540076991,"Ptpro"
"Larp4b",2.33646390838093e-05,0.295774971238502,0.568,0.344,0.654163165068493,"Larp4b"
"Ubl4a",2.34343860922278e-05,0.298650351807211,0.432,0.238,0.656115941810194,"Ubl4a"
"Arfip2",2.35850022534141e-05,0.251295237942672,0.469,0.26,0.660332893091089,"Arfip2"
"Zfp329",2.3708059101525e-05,0.421520773953905,0.519,0.33,0.663778238724497,"Zfp329"
"Med21",2.3735596073354e-05,0.358422625376189,0.667,0.463,0.664549218861765,"Med21"
"Mrps26",2.38032453711769e-05,0.422286533135643,0.679,0.491,0.666443263902211,"Mrps26"
"Elovl4",2.3898695158328e-05,0.333883377879174,0.531,0.327,0.669115667042868,"Elovl4"
"Dnajb3",2.399402465429e-05,0.114952458819766,0.123,0.036,0.671784702270812,"Dnajb3"
"Rwdd2a",2.41635697188653e-05,0.4965011200322,0.543,0.36,0.676531624988792,"Rwdd2a"
"Timm22",2.41886174859575e-05,0.273884626188501,0.506,0.296,0.677232912371838,"Timm22"
"Arfgef1",2.42867553400004e-05,0.282980639726205,0.481,0.282,0.679980576009331,"Arfgef1"
"March11",2.43618807006066e-05,0.154580967649313,0.185,0.067,0.682083935855583,"March11"
